-data: u500_06.txt
-current_solution:
bin_0: 0,1
bin_1: 2
bin_2: 3
bin_3: 4,5
bin_4: 6
bin_5: 7,8
bin_6: 9,10
bin_7: 11,12,13
bin_8: 14,15
bin_9: 16,17
bin_10: 18,19
bin_11: 20,21
bin_12: 22
bin_13: 23,24
bin_14: 25,26
bin_15: 27
bin_16: 28
bin_17: 29,30,31
bin_18: 32,33
bin_19: 34
bin_20: 35,36
bin_21: 37,38
bin_22: 39,40
bin_23: 41,42
bin_24: 43,44
bin_25: 45,46
bin_26: 47,48
bin_27: 49,50,51
bin_28: 52,53
bin_29: 54
bin_30: 55,56
bin_31: 57,58
bin_32: 59
bin_33: 60
bin_34: 61
bin_35: 62,63
bin_36: 64,65,66
bin_37: 67,68
bin_38: 69
bin_39: 70
bin_40: 71,72
bin_41: 73,74
bin_42: 75
bin_43: 76
bin_44: 77,78
bin_45: 79
bin_46: 80
bin_47: 81
bin_48: 82,83
bin_49: 84,85
bin_50: 86
bin_51: 87
bin_52: 88,89
bin_53: 90,91
bin_54: 92,93
bin_55: 94,95
bin_56: 96,97
bin_57: 98,99
bin_58: 100
bin_59: 101,102
bin_60: 103,104,105
bin_61: 106,107,108
bin_62: 109,110
bin_63: 111,112
bin_64: 113,114
bin_65: 115,116
bin_66: 117,118
bin_67: 119,120
bin_68: 121,122
bin_69: 123
bin_70: 124
bin_71: 125,126,127
bin_72: 128,129
bin_73: 130,131,132
bin_74: 133
bin_75: 134
bin_76: 135,136
bin_77: 137,138
bin_78: 139
bin_79: 140,141
bin_80: 142,143
bin_81: 144,145,146
bin_82: 147,148
bin_83: 149,150
bin_84: 151,152
bin_85: 153,154
bin_86: 155,156,157
bin_87: 158,159
bin_88: 160,161,162
bin_89: 163
bin_90: 164,165
bin_91: 166,167
bin_92: 168,169
bin_93: 170,171
bin_94: 172,173
bin_95: 174,175
bin_96: 176
bin_97: 177,178
bin_98: 179,180
bin_99: 181,182
bin_100: 183
bin_101: 184,185
bin_102: 186,187
bin_103: 188,189
bin_104: 190,191
bin_105: 192,193
bin_106: 194
bin_107: 195
bin_108: 196
bin_109: 197,198
bin_110: 199,200
bin_111: 201,202,203
bin_112: 204,205,206
bin_113: 207,208
bin_114: 209,210
bin_115: 211,212
bin_116: 213
bin_117: 214,215
bin_118: 216
bin_119: 217,218
bin_120: 219,220,221
bin_121: 222,223
bin_122: 224,225
bin_123: 226
bin_124: 227
bin_125: 228,229
bin_126: 230
bin_127: 231
bin_128: 232
bin_129: 233,234
bin_130: 235
bin_131: 236,237
bin_132: 238,239
bin_133: 240,241
bin_134: 242
bin_135: 243,244
bin_136: 245,246
bin_137: 247
bin_138: 248,249
bin_139: 250
bin_140: 251
bin_141: 252
bin_142: 253
bin_143: 254
bin_144: 255
bin_145: 256,257
bin_146: 258,259
bin_147: 260
bin_148: 261
bin_149: 262
bin_150: 263
bin_151: 264,265
bin_152: 266,267
bin_153: 268,269,270
bin_154: 271,272,273
bin_155: 274,275
bin_156: 276
bin_157: 277,278
bin_158: 279
bin_159: 280
bin_160: 281,282
bin_161: 283,284
bin_162: 285
bin_163: 286,287
bin_164: 288,289
bin_165: 290,291
bin_166: 292,293
bin_167: 294,295
bin_168: 296,297
bin_169: 298,299
bin_170: 300,301
bin_171: 302,303
bin_172: 304,305
bin_173: 306,307,308
bin_174: 309,310
bin_175: 311,312
bin_176: 313,314
bin_177: 315,316,317
bin_178: 318,319
bin_179: 320,321
bin_180: 322,323
bin_181: 324,325
bin_182: 326
bin_183: 327,328
bin_184: 329,330
bin_185: 331,332,333
bin_186: 334,335
bin_187: 336,337,338
bin_188: 339,340
bin_189: 341,342,343
bin_190: 344,345
bin_191: 346,347
bin_192: 348,349
bin_193: 350,351
bin_194: 352
bin_195: 353
bin_196: 354,355
bin_197: 356,357
bin_198: 358
bin_199: 359
bin_200: 360
bin_201: 361
bin_202: 362
bin_203: 363
bin_204: 364
bin_205: 365,366
bin_206: 367,368
bin_207: 369,370,371
bin_208: 372,373
bin_209: 374
bin_210: 375
bin_211: 376,377
bin_212: 378,379
bin_213: 380,381,382
bin_214: 383,384,385,386
bin_215: 387,388,389
bin_216: 390,391,392
bin_217: 393
bin_218: 394,395
bin_219: 396,397,398
bin_220: 399,400
bin_221: 401,402
bin_222: 403,404,405
bin_223: 406,407
bin_224: 408
bin_225: 409,410
bin_226: 411,412
bin_227: 413
bin_228: 414,415
bin_229: 416,417
bin_230: 418
bin_231: 419,420
bin_232: 421,422,423
bin_233: 424,425,426
bin_234: 427,428
bin_235: 429,430
bin_236: 431
bin_237: 432,433
bin_238: 434,435
bin_239: 436,437
bin_240: 438,439
bin_241: 440,441
bin_242: 442
bin_243: 443
bin_244: 444
bin_245: 445,446
bin_246: 447,448,449
bin_247: 450,451
bin_248: 452,453
bin_249: 454,455
bin_250: 456,457
bin_251: 458,459
bin_252: 460,461
bin_253: 462,463,464
bin_254: 465,466
bin_255: 467,468
bin_256: 469,470,471
bin_257: 472,473
bin_258: 474,475
bin_259: 476
bin_260: 477
bin_261: 478,479
bin_262: 480,481
bin_263: 482,483,484
bin_264: 485
bin_265: 486
bin_266: 487,488
bin_267: 489,490
bin_268: 491,492,493
bin_269: 494,495
bin_270: 496
bin_271: 497
bin_272: 498,499

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 273
-item_num: 500
-num_items_in_box: 500
