-data: LA06.jssp
-current_solution:
machine_0: 6->9->14->5->7->2->0->10->1->11->3->13->8->4->12
machine_1: 0->1->3->5->6->9->7->12->4->2->10->13->14->11->8
machine_2: 2->0->8->5->1->10->4->9->7->6->12->11->14->13->3
machine_3: 1->3->4->6->8->9->12->5->0->10->2->7->11->14->13
machine_4: 4->1->0->10->9->12->3->6->13->7->11->8->2->14->5

-is_complete_solution: True
-is_valid_solution: True
-current_makespan: 926
-job_num: 15
-machine_num: 5
-trajectory:
operation_id	heuristic	operator(parameter)	solution_after_operation
0	first_come_first_served_af26	AdvanceOperator(job_id=0)	machine_0: \nmachine_1: 0\nmachine_2: \nmachine_3: \nmachine_4: \n
1	shortest_processing_time_first_d471	AdvanceOperator(job_id=1)	machine_0: \nmachine_1: 0\nmachine_2: \nmachine_3: 1\nmachine_4: \n
2	longest_job_next_2e23	AdvanceOperator(job_id=6)	machine_0: 6\nmachine_1: 0\nmachine_2: \nmachine_3: 1\nmachine_4: \n
3	most_work_remaining_df20	AdvanceOperator(job_id=2)	machine_0: 6\nmachine_1: 0\nmachine_2: 2\nmachine_3: 1\nmachine_4: \n
4	shortest_processing_time_first_d471	AdvanceOperator(job_id=4)	machine_0: 6\nmachine_1: 0\nmachine_2: 2\nmachine_3: 1\nmachine_4: 4\n
5	shortest_job_next_5b42	AdvanceOperator(job_id=1)	machine_0: 6\nmachine_1: 0\nmachine_2: 2\nmachine_3: 1\nmachine_4: 4->1\n
6	shortest_job_next_5b42	AdvanceOperator(job_id=1)	machine_0: 6\nmachine_1: 0->1\nmachine_2: 2\nmachine_3: 1\nmachine_4: 4->1\n
7	shortest_processing_time_first_d471	AdvanceOperator(job_id=0)	machine_0: 6\nmachine_1: 0->1\nmachine_2: 2->0\nmachine_3: 1\nmachine_4: 4->1\n
8	longest_job_next_2e23	AdvanceOperator(job_id=9)	machine_0: 6->9\nmachine_1: 0->1\nmachine_2: 2->0\nmachine_3: 1\nmachine_4: 4->1\n
9	shortest_processing_time_first_d471	AdvanceOperator(job_id=3)	machine_0: 6->9\nmachine_1: 0->1\nmachine_2: 2->0\nmachine_3: 1->3\nmachine_4: 4->1\n
10	longest_processing_time_first_9dc9	AdvanceOperator(job_id=8)	machine_0: 6->9\nmachine_1: 0->1\nmachine_2: 2->0->8\nmachine_3: 1->3\nmachine_4: 4->1\n
11	longest_processing_time_first_9dc9	AdvanceOperator(job_id=0)	machine_0: 6->9\nmachine_1: 0->1\nmachine_2: 2->0->8\nmachine_3: 1->3\nmachine_4: 4->1->0\n
12	shortest_processing_time_first_d471	AdvanceOperator(job_id=4)	machine_0: 6->9\nmachine_1: 0->1\nmachine_2: 2->0->8\nmachine_3: 1->3->4\nmachine_4: 4->1->0\n
13	longest_job_next_2e23	AdvanceOperator(job_id=5)	machine_0: 6->9\nmachine_1: 0->1\nmachine_2: 2->0->8->5\nmachine_3: 1->3->4\nmachine_4: 4->1->0\n
14	first_come_first_served_af26	AdvanceOperator(job_id=3)	machine_0: 6->9\nmachine_1: 0->1->3\nmachine_2: 2->0->8->5\nmachine_3: 1->3->4\nmachine_4: 4->1->0\n
15	first_come_first_served_af26	AdvanceOperator(job_id=6)	machine_0: 6->9\nmachine_1: 0->1->3\nmachine_2: 2->0->8->5\nmachine_3: 1->3->4->6\nmachine_4: 4->1->0\n
16	longest_job_next_2e23	AdvanceOperator(job_id=5)	machine_0: 6->9\nmachine_1: 0->1->3->5\nmachine_2: 2->0->8->5\nmachine_3: 1->3->4->6\nmachine_4: 4->1->0\n
17	longest_processing_time_first_9dc9	AdvanceOperator(job_id=5)	machine_0: 6->9->5\nmachine_1: 0->1->3->5\nmachine_2: 2->0->8->5\nmachine_3: 1->3->4->6\nmachine_4: 4->1->0\n
