-data: mknapcb4_5.mkp
-current_solution:
selected_items: 3,4,6,7,10,13,14,15,27,35,37,43,45,48,50,51,56,57,75,79,80,89,90,91
-is_complete_solution: True
-is_valid_solution: True
-current_profit: 20838.0
-item_num: 100
-resource_num: 10
-selected_item_num: [3, 4, 6, 7, 10, 13, 14, 15, 27, 35, 37, 43, 45, 48, 50, 51, 56, 57, 75, 79, 80, 89, 90, 91]
-trajectory:
operation_id	heuristic	operator(parameter)	solution_after_operation
0	greedy_by_density_9e8d	AddOperator(item_index=80)	selected_items: 80
1	greedy_by_density_9e8d	AddOperator(item_index=4)	selected_items: 4,80
2	greedy_by_density_9e8d	AddOperator(item_index=75)	selected_items: 4,75,80
3	greedy_by_density_9e8d	AddOperator(item_index=7)	selected_items: 4,7,75,80
4	greedy_by_density_9e8d	AddOperator(item_index=89)	selected_items: 4,7,75,80,89
5	greedy_by_density_9e8d	AddOperator(item_index=37)	selected_items: 4,7,37,75,80,89
6	greedy_by_density_9e8d	AddOperator(item_index=43)	selected_items: 4,7,37,43,75,80,89
7	greedy_by_density_9e8d	AddOperator(item_index=91)	selected_items: 4,7,37,43,75,80,89,91
8	greedy_by_density_9e8d	AddOperator(item_index=51)	selected_items: 4,7,37,43,51,75,80,89,91
9	greedy_by_density_9e8d	AddOperator(item_index=45)	selected_items: 4,7,37,43,45,51,75,80,89,91
10	greedy_by_cost_benefit_fd45	AddOperator(item_index=2)	selected_items: 2,4,7,37,43,45,51,75,80,89,91
11	greedy_by_cost_benefit_fd45	AddOperator(item_index=92)	selected_items: 2,4,7,37,43,45,51,75,80,89,91,92
12	greedy_by_cost_benefit_fd45	AddOperator(item_index=27)	selected_items: 2,4,7,27,37,43,45,51,75,80,89,91,92
13	greedy_by_cost_benefit_fd45	AddOperator(item_index=29)	selected_items: 2,4,7,27,29,37,43,45,51,75,80,89,91,92
14	greedy_by_cost_benefit_fd45	AddOperator(item_index=40)	selected_items: 2,4,7,27,29,37,40,43,45,51,75,80,89,91,92
15	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=13)	selected_items: 2,4,7,13,27,29,37,40,43,45,51,75,80,89,91,92
16	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=3)	selected_items: 2,3,4,7,13,27,29,37,40,43,45,51,75,80,89,91,92
17	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=14)	selected_items: 2,3,4,7,13,14,27,29,37,40,43,45,51,75,80,89,91,92
18	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=35)	selected_items: 2,3,4,7,13,14,27,29,35,37,40,43,45,51,75,80,89,91,92
19	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=69)	selected_items: 2,3,4,7,13,14,27,29,35,37,40,43,45,51,69,75,80,89,91,92
20	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=10)	selected_items: 2,3,4,7,10,13,14,27,29,35,37,40,43,45,51,69,75,80,89,91,92
21	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=56)	selected_items: 2,3,4,7,10,13,14,27,29,35,37,40,43,45,51,56,69,75,80,89,91,92
22	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=79)	selected_items: 2,3,4,7,10,13,14,27,29,35,37,40,43,45,51,56,69,75,79,80,89,91,92
23	greedy_by_least_remaining_capacity_05f2	AddOperator(item_index=15)	selected_items: 2,3,4,7,10,13,14,15,27,29,35,37,40,43,45,51,56,69,75,79,80,89,91,92
24	single_swap_heuristic_b3d6	SwapOperator(item_index1=29, item_index2=90)	selected_items: 2,3,4,7,10,13,14,15,27,35,37,40,43,45,51,56,69,75,79,80,89,90,91,92
25	single_swap_heuristic_b3d6	SwapOperator(item_index1=40, item_index2=48)	selected_items: 2,3,4,7,10,13,14,15,27,35,37,43,45,48,51,56,69,75,79,80,89,90,91,92
26	single_swap_heuristic_b3d6	SwapOperator(item_index1=69, item_index2=50)	selected_items: 2,3,4,7,10,13,14,15,27,35,37,43,45,48,50,51,56,75,79,80,89,90,91,92
27	single_swap_heuristic_b3d6	SwapOperator(item_index1=92, item_index2=57)	selected_items: 2,3,4,7,10,13,14,15,27,35,37,43,45,48,50,51,56,57,75,79,80,89,90,91
28	single_swap_heuristic_b3d6	SwapOperator(item_index1=2, item_index2=6)	selected_items: 3,4,6,7,10,13,14,15,27,35,37,43,45,48,50,51,56,57,75,79,80,89,90,91
