-data: u500_02.txt
-current_solution:
bin_0: 0,1
bin_1: 2,3
bin_2: 4,5
bin_3: 6
bin_4: 7,8
bin_5: 9,10,11
bin_6: 12,13
bin_7: 14
bin_8: 15
bin_9: 16,17
bin_10: 18,19
bin_11: 20
bin_12: 21,22
bin_13: 23,24
bin_14: 25
bin_15: 26
bin_16: 27,28
bin_17: 29,30,31
bin_18: 32,33
bin_19: 34
bin_20: 35,36
bin_21: 37,38
bin_22: 39,40
bin_23: 41,42
bin_24: 43,44
bin_25: 45,46
bin_26: 47,48,49
bin_27: 50,51
bin_28: 52,53
bin_29: 54
bin_30: 55
bin_31: 56,57
bin_32: 58
bin_33: 59,60
bin_34: 61
bin_35: 62,63
bin_36: 64,65
bin_37: 66,67
bin_38: 68,69
bin_39: 70,71
bin_40: 72,73
bin_41: 74,75
bin_42: 76,77
bin_43: 78,79
bin_44: 80,81
bin_45: 82,83
bin_46: 84,85,86
bin_47: 87,88
bin_48: 89
bin_49: 90,91
bin_50: 92,93
bin_51: 94,95,96
bin_52: 97,98,99,100
bin_53: 101,102
bin_54: 103
bin_55: 104
bin_56: 105
bin_57: 106,107,108
bin_58: 109,110
bin_59: 111,112
bin_60: 113,114
bin_61: 115
bin_62: 116,117,118
bin_63: 119
bin_64: 120,121
bin_65: 122,123
bin_66: 124,125
bin_67: 126
bin_68: 127,128
bin_69: 129,130,131
bin_70: 132,133,134
bin_71: 135,136
bin_72: 137,138
bin_73: 139,140
bin_74: 141,142
bin_75: 143
bin_76: 144,145
bin_77: 146,147
bin_78: 148,149,150
bin_79: 151,152
bin_80: 153
bin_81: 154,155
bin_82: 156
bin_83: 157
bin_84: 158,159,160
bin_85: 161,162
bin_86: 163,164
bin_87: 165
bin_88: 166,167
bin_89: 168,169,170
bin_90: 171,172,173
bin_91: 174,175,176
bin_92: 177,178
bin_93: 179,180
bin_94: 181,182,183
bin_95: 184,185
bin_96: 186
bin_97: 187,188
bin_98: 189
bin_99: 190,191
bin_100: 192
bin_101: 193,194
bin_102: 195,196
bin_103: 197,198
bin_104: 199,200,201
bin_105: 202,203
bin_106: 204,205
bin_107: 206,207
bin_108: 208
bin_109: 209,210
bin_110: 211,212
bin_111: 213,214
bin_112: 215,216
bin_113: 217
bin_114: 218
bin_115: 219
bin_116: 220
bin_117: 221,222
bin_118: 223
bin_119: 224,225
bin_120: 226,227
bin_121: 228,229,230
bin_122: 231,232
bin_123: 233,234
bin_124: 235,236
bin_125: 237,238
bin_126: 239,240
bin_127: 241,242
bin_128: 243,244
bin_129: 245,246
bin_130: 247
bin_131: 248
bin_132: 249,250
bin_133: 251,252,253
bin_134: 254,255
bin_135: 256,257,258,259
bin_136: 260,261,262
bin_137: 263,264
bin_138: 265,266,267
bin_139: 268
bin_140: 269
bin_141: 270
bin_142: 271
bin_143: 272
bin_144: 273
bin_145: 274,275
bin_146: 276,277
bin_147: 278
bin_148: 279,280
bin_149: 281
bin_150: 282,283
bin_151: 284,285
bin_152: 286,287
bin_153: 288
bin_154: 289
bin_155: 290
bin_156: 291,292
bin_157: 293,294
bin_158: 295,296,297
bin_159: 298
bin_160: 299,300
bin_161: 301,302
bin_162: 303
bin_163: 304
bin_164: 305,306
bin_165: 307,308
bin_166: 309
bin_167: 310,311
bin_168: 312,313
bin_169: 314,315
bin_170: 316,317
bin_171: 318,319
bin_172: 320
bin_173: 321,322,323
bin_174: 324,325
bin_175: 326,327
bin_176: 328
bin_177: 329
bin_178: 330,331
bin_179: 332,333
bin_180: 334
bin_181: 335
bin_182: 336
bin_183: 337,338
bin_184: 339,340,341
bin_185: 342,343
bin_186: 344,345,346
bin_187: 347,348
bin_188: 349,350
bin_189: 351,352,353
bin_190: 354,355
bin_191: 356,357
bin_192: 358,359
bin_193: 360,361
bin_194: 362,363,364
bin_195: 365
bin_196: 366,367
bin_197: 368,369,370
bin_198: 371,372
bin_199: 373,374,375
bin_200: 376
bin_201: 377
bin_202: 378,379
bin_203: 380
bin_204: 381
bin_205: 382
bin_206: 383
bin_207: 384
bin_208: 385
bin_209: 386,387
bin_210: 388,389,390
bin_211: 391,392
bin_212: 393,394,395
bin_213: 396,397
bin_214: 398,399
bin_215: 400,401
bin_216: 402,403
bin_217: 404,405
bin_218: 406,407
bin_219: 408,409
bin_220: 410,411,412,413
bin_221: 414,415
bin_222: 416,417,418
bin_223: 419
bin_224: 420,421
bin_225: 422,423
bin_226: 424
bin_227: 425
bin_228: 426
bin_229: 427,428
bin_230: 429,430,431
bin_231: 432
bin_232: 433,434
bin_233: 435,436,437
bin_234: 438,439
bin_235: 440,441
bin_236: 442,443
bin_237: 444
bin_238: 445
bin_239: 446,447
bin_240: 448,449
bin_241: 450,451
bin_242: 452,453,454
bin_243: 455,456
bin_244: 457,458
bin_245: 459,460
bin_246: 461,462
bin_247: 463
bin_248: 464
bin_249: 465,466
bin_250: 467,468
bin_251: 469,470,471
bin_252: 472,473
bin_253: 474,475
bin_254: 476,477
bin_255: 478,479
bin_256: 480,481
bin_257: 482,483
bin_258: 484,485
bin_259: 486,487
bin_260: 488,489,490
bin_261: 491,492
bin_262: 493,494,495,496
bin_263: 497,498
bin_264: 499

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 265
-item_num: 500
-num_items_in_box: 500
