-data: u500_16.txt
-current_solution:
bin_0: 0
bin_1: 1
bin_2: 2
bin_3: 3
bin_4: 4
bin_5: 5
bin_6: 6
bin_7: 7,8
bin_8: 9,10
bin_9: 11,12
bin_10: 13,14
bin_11: 15,16
bin_12: 17,18
bin_13: 19,20
bin_14: 21,22
bin_15: 23
bin_16: 24
bin_17: 25
bin_18: 26
bin_19: 27
bin_20: 28
bin_21: 29
bin_22: 30
bin_23: 31
bin_24: 32
bin_25: 33,34
bin_26: 35,36
bin_27: 37
bin_28: 38,39
bin_29: 40
bin_30: 41,42,43
bin_31: 44,45
bin_32: 46,47
bin_33: 48
bin_34: 49,50
bin_35: 51,52,53
bin_36: 54,55
bin_37: 56,57
bin_38: 58,59
bin_39: 60,61
bin_40: 62,63
bin_41: 64
bin_42: 65,66
bin_43: 67
bin_44: 68
bin_45: 69,70
bin_46: 71,72,73
bin_47: 74,75,76
bin_48: 77
bin_49: 78,79
bin_50: 80,81
bin_51: 82,83,84
bin_52: 85,86,87
bin_53: 88,89,90,91
bin_54: 92
bin_55: 93
bin_56: 94,95
bin_57: 96,97
bin_58: 98,99,100
bin_59: 101
bin_60: 102,103
bin_61: 104,105
bin_62: 106
bin_63: 107,108
bin_64: 109,110
bin_65: 111,112
bin_66: 113,114
bin_67: 115,116
bin_68: 117,118
bin_69: 119
bin_70: 120
bin_71: 121
bin_72: 122,123
bin_73: 124,125
bin_74: 126,127
bin_75: 128,129
bin_76: 130,131
bin_77: 132,133
bin_78: 134
bin_79: 135,136
bin_80: 137
bin_81: 138
bin_82: 139
bin_83: 140,141
bin_84: 142,143
bin_85: 144,145
bin_86: 146,147,148
bin_87: 149,150
bin_88: 151,152
bin_89: 153,154,155
bin_90: 156
bin_91: 157,158
bin_92: 159,160,161
bin_93: 162,163
bin_94: 164,165,166
bin_95: 167,168
bin_96: 169,170
bin_97: 171,172,173
bin_98: 174,175
bin_99: 176,177
bin_100: 178
bin_101: 179,180
bin_102: 181,182
bin_103: 183
bin_104: 184,185
bin_105: 186,187
bin_106: 188,189
bin_107: 190,191
bin_108: 192,193
bin_109: 194,195
bin_110: 196,197
bin_111: 198,199
bin_112: 200,201
bin_113: 202,203
bin_114: 204,205
bin_115: 206,207
bin_116: 208,209
bin_117: 210,211
bin_118: 212,213,214
bin_119: 215,216
bin_120: 217
bin_121: 218
bin_122: 219
bin_123: 220
bin_124: 221
bin_125: 222
bin_126: 223,224
bin_127: 225,226
bin_128: 227,228
bin_129: 229,230,231
bin_130: 232
bin_131: 233,234
bin_132: 235,236,237
bin_133: 238,239
bin_134: 240
bin_135: 241,242
bin_136: 243
bin_137: 244,245
bin_138: 246,247,248
bin_139: 249,250,251
bin_140: 252,253,254
bin_141: 255,256
bin_142: 257,258
bin_143: 259,260
bin_144: 261,262
bin_145: 263
bin_146: 264,265,266
bin_147: 267,268
bin_148: 269,270
bin_149: 271
bin_150: 272,273
bin_151: 274,275
bin_152: 276,277,278
bin_153: 279,280,281
bin_154: 282,283
bin_155: 284,285
bin_156: 286
bin_157: 287,288
bin_158: 289,290
bin_159: 291,292
bin_160: 293,294
bin_161: 295
bin_162: 296,297
bin_163: 298,299,300
bin_164: 301,302
bin_165: 303,304,305
bin_166: 306,307
bin_167: 308,309,310
bin_168: 311,312
bin_169: 313,314,315
bin_170: 316,317
bin_171: 318,319,320
bin_172: 321,322,323
bin_173: 324,325,326
bin_174: 327
bin_175: 328
bin_176: 329,330
bin_177: 331,332
bin_178: 333,334
bin_179: 335,336
bin_180: 337
bin_181: 338,339,340
bin_182: 341,342
bin_183: 343,344,345
bin_184: 346,347
bin_185: 348,349
bin_186: 350,351
bin_187: 352
bin_188: 353
bin_189: 354
bin_190: 355,356
bin_191: 357,358
bin_192: 359,360
bin_193: 361
bin_194: 362
bin_195: 363
bin_196: 364,365
bin_197: 366
bin_198: 367,368
bin_199: 369,370,371
bin_200: 372,373
bin_201: 374,375,376
bin_202: 377,378
bin_203: 379,380
bin_204: 381,382
bin_205: 383,384,385
bin_206: 386,387
bin_207: 388,389
bin_208: 390,391,392,393
bin_209: 394,395
bin_210: 396
bin_211: 397
bin_212: 398
bin_213: 399
bin_214: 400
bin_215: 401
bin_216: 402,403
bin_217: 404,405
bin_218: 406,407,408
bin_219: 409,410
bin_220: 411,412
bin_221: 413,414
bin_222: 415,416
bin_223: 417
bin_224: 418,419
bin_225: 420,421,422
bin_226: 423,424
bin_227: 425,426,427,428
bin_228: 429,430
bin_229: 431
bin_230: 432,433
bin_231: 434,435
bin_232: 436,437,438
bin_233: 439,440
bin_234: 441,442
bin_235: 443
bin_236: 444,445
bin_237: 446,447
bin_238: 448
bin_239: 449
bin_240: 450
bin_241: 451,452
bin_242: 453
bin_243: 454,455
bin_244: 456
bin_245: 457,458
bin_246: 459
bin_247: 460,461
bin_248: 462,463
bin_249: 464
bin_250: 465
bin_251: 466
bin_252: 467,468
bin_253: 469
bin_254: 470,471
bin_255: 472,473
bin_256: 474,475,476
bin_257: 477,478
bin_258: 479,480
bin_259: 481,482
bin_260: 483,484
bin_261: 485,486
bin_262: 487,488
bin_263: 489,490,491
bin_264: 492,493,494
bin_265: 495,496
bin_266: 497,498
bin_267: 499

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 268
-item_num: 500
-num_items_in_box: 500
