-data: LA20.jssp
-current_solution:
machine_0: 9->8->4->5->0->3->7->1->2->6
machine_1: 7->8->5->0->1->3->2->6->9->4
machine_2: 5->9->8->2->1->0->3->7->4->6
machine_3: 8->5->9->7->0->3->1->2->6->4
machine_4: 6->3->8->7->0->5->1->9->2->4
machine_5: 5->8->9->0->1->3->2->7->6->4
machine_6: 0->5->3->7->9->1->8->2->4->6
machine_7: 1->7->8->5->3->0->9->2->6->4
machine_8: 8->5->0->7->9->1->3->2->6->4
machine_9: 8->5->1->7->9->0->3->2->4->6

-is_complete_solution: True
-is_valid_solution: True
-current_makespan: 1542
-job_num: 10
-machine_num: 10
-trajectory:
operation_id	heuristic	operator(parameter)	solution_after_operation
0	shortest_processing_time_first_c374	AdvanceOperator(job_id=5)	machine_0: \nmachine_1: \nmachine_2: 5\nmachine_3: \nmachine_4: \nmachine_5: \nmachine_6: \nmachine_7: \nmachine_8: \nmachine_9: \n
1	shortest_processing_time_first_c374	AdvanceOperator(job_id=0)	machine_0: \nmachine_1: \nmachine_2: 5\nmachine_3: \nmachine_4: \nmachine_5: \nmachine_6: 0\nmachine_7: \nmachine_8: \nmachine_9: \n
2	shortest_processing_time_first_c374	AdvanceOperator(job_id=5)	machine_0: \nmachine_1: \nmachine_2: 5\nmachine_3: \nmachine_4: \nmachine_5: \nmachine_6: 0->5\nmachine_7: \nmachine_8: \nmachine_9: \n
3	shortest_processing_time_first_c374	AdvanceOperator(job_id=1)	machine_0: \nmachine_1: \nmachine_2: 5\nmachine_3: \nmachine_4: \nmachine_5: \nmachine_6: 0->5\nmachine_7: 1\nmachine_8: \nmachine_9: \n
4	shortest_processing_time_first_c374	AdvanceOperator(job_id=9)	machine_0: 9\nmachine_1: \nmachine_2: 5\nmachine_3: \nmachine_4: \nmachine_5: \nmachine_6: 0->5\nmachine_7: 1\nmachine_8: \nmachine_9: \n
5	shortest_processing_time_first_c374	AdvanceOperator(job_id=5)	machine_0: 9\nmachine_1: \nmachine_2: 5\nmachine_3: 5\nmachine_4: \nmachine_5: \nmachine_6: 0->5\nmachine_7: 1\nmachine_8: \nmachine_9: \n
6	shortest_processing_time_first_c374	AdvanceOperator(job_id=8)	machine_0: 9\nmachine_1: \nmachine_2: 5\nmachine_3: 5->8\nmachine_4: \nmachine_5: \nmachine_6: 0->5\nmachine_7: 1\nmachine_8: \nmachine_9: \n
7	shortest_processing_time_first_c374	AdvanceOperator(job_id=8)	machine_0: 9\nmachine_1: \nmachine_2: 5\nmachine_3: 5->8\nmachine_4: \nmachine_5: \nmachine_6: 0->5\nmachine_7: 1\nmachine_8: 8\nmachine_9: \n
8	shortest_processing_time_first_c374	AdvanceOperator(job_id=9)	machine_0: 9\nmachine_1: \nmachine_2: 5->9\nmachine_3: 5->8\nmachine_4: \nmachine_5: \nmachine_6: 0->5\nmachine_7: 1\nmachine_8: 8\nmachine_9: \n
9	shortest_processing_time_first_c374	AdvanceOperator(job_id=9)	machine_0: 9\nmachine_1: \nmachine_2: 5->9\nmachine_3: 5->8->9\nmachine_4: \nmachine_5: \nmachine_6: 0->5\nmachine_7: 1\nmachine_8: 8\nmachine_9: \n
10	least_work_remaining_66c9	AdvanceOperator(job_id=5)	machine_0: 9\nmachine_1: \nmachine_2: 5->9\nmachine_3: 5->8->9\nmachine_4: \nmachine_5: 5\nmachine_6: 0->5\nmachine_7: 1\nmachine_8: 8\nmachine_9: \n
11	least_work_remaining_66c9	AdvanceOperator(job_id=5)	machine_0: 9\nmachine_1: 5\nmachine_2: 5->9\nmachine_3: 5->8->9\nmachine_4: \nmachine_5: 5\nmachine_6: 0->5\nmachine_7: 1\nmachine_8: 8\nmachine_9: \n
