-data: u500_04.txt
-current_solution:
bin_0: 0,2,4
bin_1: 1,12,56
bin_2: 3,13
bin_3: 5,6
bin_4: 7,8
bin_5: 9,18
bin_6: 10,16
bin_7: 11,14,23
bin_8: 15,17
bin_9: 19,21
bin_10: 20,22,25
bin_11: 24,26
bin_12: 27,31
bin_13: 28,29
bin_14: 30,33,76
bin_15: 32,34
bin_16: 35,36,73
bin_17: 37,40
bin_18: 38,39
bin_19: 41,42,83
bin_20: 43,44
bin_21: 45,46,47
bin_22: 48,49
bin_23: 50,60
bin_24: 51,61
bin_25: 52,58
bin_26: 53,62
bin_27: 54,63
bin_28: 55,57
bin_29: 59,65
bin_30: 64,81
bin_31: 66,67
bin_32: 68,69,100
bin_33: 70,71,107
bin_34: 72,77
bin_35: 74,75
bin_36: 78,79
bin_37: 80,82
bin_38: 84,86
bin_39: 85,87
bin_40: 88,89
bin_41: 90,109
bin_42: 91,93
bin_43: 92,94
bin_44: 95,99,174
bin_45: 96,113
bin_46: 97,123
bin_47: 98,101
bin_48: 102,120
bin_49: 103,104
bin_50: 105,106
bin_51: 108,110,148
bin_52: 111,115
bin_53: 112,114,132
bin_54: 116,117,219
bin_55: 118,119,138
bin_56: 121,122
bin_57: 124,125,128
bin_58: 126,134
bin_59: 127,149
bin_60: 129,158
bin_61: 130,168
bin_62: 131,133,151
bin_63: 135,170
bin_64: 136,139,247
bin_65: 137,164
bin_66: 140,141
bin_67: 142,143,167
bin_68: 144,145
bin_69: 146,147,295
bin_70: 150,152
bin_71: 153,163
bin_72: 154,178
bin_73: 155,169
bin_74: 156,180
bin_75: 157,159
bin_76: 160,161,162
bin_77: 165,166
bin_78: 171,182
bin_79: 172,183
bin_80: 173,175
bin_81: 176,185
bin_82: 177,184
bin_83: 179,181
bin_84: 186,187,190
bin_85: 188,189,322
bin_86: 191,192
bin_87: 193,194,199
bin_88: 195,196
bin_89: 197,201
bin_90: 198,200,249
bin_91: 202,203
bin_92: 204,209
bin_93: 205,206
bin_94: 207,208
bin_95: 210,211,213
bin_96: 212,214
bin_97: 215,220
bin_98: 216,217
bin_99: 218,221
bin_100: 222,223
bin_101: 224,228
bin_102: 225,226,229
bin_103: 227,230
bin_104: 231,232,260
bin_105: 233,243
bin_106: 234,238,261
bin_107: 235,251
bin_108: 236,237
bin_109: 239,240
bin_110: 241,242
bin_111: 244,246
bin_112: 245,248,257
bin_113: 250,252,297
bin_114: 253,254
bin_115: 255,256,258
bin_116: 259,271,274
bin_117: 262,275
bin_118: 263,269
bin_119: 264,265,301
bin_120: 266,267,316
bin_121: 268,270
bin_122: 272,273
bin_123: 276,277,283
bin_124: 278,280
bin_125: 279,296
bin_126: 281,282
bin_127: 284,286,289
bin_128: 285,314
bin_129: 287,290,341
bin_130: 288,315
bin_131: 291,294
bin_132: 292,332
bin_133: 293,304
bin_134: 298,299
bin_135: 300,317,327
bin_136: 302,303,320
bin_137: 305,306,307,308
bin_138: 309,310,311
bin_139: 312,313
bin_140: 318,319
bin_141: 321,325
bin_142: 323,347
bin_143: 324,328
bin_144: 326,348
bin_145: 329,334
bin_146: 330,335
bin_147: 331,364
bin_148: 333,352,380
bin_149: 336,342
bin_150: 337,338,343
bin_151: 339,345
bin_152: 340,356,437
bin_153: 344,346,367
bin_154: 349,351
bin_155: 350,353
bin_156: 354,375
bin_157: 355,369
bin_158: 357,359
bin_159: 358,360,422
bin_160: 361,365
bin_161: 362,368,463
bin_162: 363,366
bin_163: 370,371,394
bin_164: 372,374,388,464
bin_165: 373,381
bin_166: 376,401
bin_167: 377,415
bin_168: 378,379,393
bin_169: 382,383
bin_170: 384,421
bin_171: 385,386
bin_172: 387,389,440
bin_173: 390,391,455
bin_174: 392,395
bin_175: 396,397,442
bin_176: 398,399,400
bin_177: 402,405
bin_178: 403,404
bin_179: 406,408
bin_180: 407,413
bin_181: 409,410,411
bin_182: 412,414,458
bin_183: 416,439
bin_184: 417,418,444
bin_185: 419,420
bin_186: 423,447
bin_187: 424,433,465
bin_188: 425,449
bin_189: 426,427
bin_190: 428,429,452
bin_191: 430,431,432
bin_192: 434,435,436
bin_193: 438,441
bin_194: 443,457
bin_195: 445,446
bin_196: 448,454
bin_197: 450,451,462
bin_198: 453,456,482
bin_199: 459,490
bin_200: 460,466
bin_201: 461,467
bin_202: 468,469
bin_203: 470,472
bin_204: 471
bin_205: 473,474
bin_206: 475,488
bin_207: 476,486
bin_208: 477,478
bin_209: 479,484
bin_210: 480
bin_211: 481,496
bin_212: 483,489
bin_213: 485,487
bin_214: 491,494
bin_215: 492
bin_216: 493
bin_217: 495
bin_218: 497
bin_219: 498
bin_220: 499

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 221
-item_num: 500
-num_items_in_box: 500
