-data: u500_05.txt
-current_solution:
bin_0: 0,2,176
bin_1: 1,3
bin_2: 4,5,6
bin_3: 7,8,9
bin_4: 10,11,16
bin_5: 12,13,42
bin_6: 14,15,17
bin_7: 18,19,103
bin_8: 20,21
bin_9: 22,23,29
bin_10: 24,25
bin_11: 26,48
bin_12: 27,31
bin_13: 28,33
bin_14: 30,32,34
bin_15: 35,36
bin_16: 37,50,75
bin_17: 38,78
bin_18: 39,49
bin_19: 40,41,170
bin_20: 43,45
bin_21: 44,51
bin_22: 46,47
bin_23: 52,53,84
bin_24: 54,55
bin_25: 56,58,313
bin_26: 57,71
bin_27: 59,60
bin_28: 61,62,117
bin_29: 63,67
bin_30: 64,68
bin_31: 65,66,140
bin_32: 69,76,113
bin_33: 70,87
bin_34: 72,73,116
bin_35: 74,101
bin_36: 77,120
bin_37: 79,119
bin_38: 80,107
bin_39: 81,122
bin_40: 82,85
bin_41: 83,121
bin_42: 86,88
bin_43: 89,97
bin_44: 90,91
bin_45: 92,93,94
bin_46: 95,104,123,182
bin_47: 96,111,388
bin_48: 98,118
bin_49: 99,168
bin_50: 100,102
bin_51: 105,106,178
bin_52: 108,109
bin_53: 110,125
bin_54: 112,152
bin_55: 114,115
bin_56: 124,126
bin_57: 127,128,142
bin_58: 129,137
bin_59: 130,131,132
bin_60: 133,134,201
bin_61: 135,136
bin_62: 138,174
bin_63: 139,145
bin_64: 141,143
bin_65: 144,148,149
bin_66: 146,162
bin_67: 147,179
bin_68: 150,151
bin_69: 153,157
bin_70: 154,158
bin_71: 155,163
bin_72: 156,183,202
bin_73: 159,160
bin_74: 161,164
bin_75: 165,166
bin_76: 167,191
bin_77: 169,175
bin_78: 171,194
bin_79: 172,190
bin_80: 173,185,207
bin_81: 177,180
bin_82: 181,184,208
bin_83: 186,187
bin_84: 188,213
bin_85: 189,212
bin_86: 192,193
bin_87: 195,196,244
bin_88: 197,198,430
bin_89: 199,200
bin_90: 203,205,226
bin_91: 204,230
bin_92: 206,252
bin_93: 209,211,218
bin_94: 210,232
bin_95: 214,219
bin_96: 215,240,306
bin_97: 216,225
bin_98: 217,227,253
bin_99: 220,268
bin_100: 221,222
bin_101: 223,224,262
bin_102: 228,229,259
bin_103: 231,233
bin_104: 234,238
bin_105: 235,236,267
bin_106: 237,247
bin_107: 239,271
bin_108: 241,266,351
bin_109: 242,243
bin_110: 245,248
bin_111: 246,255,333
bin_112: 249,251
bin_113: 250,254
bin_114: 256,257
bin_115: 258,260
bin_116: 261,263,264
bin_117: 265,291,340
bin_118: 269,270
bin_119: 272,305
bin_120: 273,295
bin_121: 274,297,385
bin_122: 275,276
bin_123: 277,307
bin_124: 278,279
bin_125: 280,281,465
bin_126: 282,287,330
bin_127: 283,286,300
bin_128: 284,303
bin_129: 285,321,401
bin_130: 288,289,353
bin_131: 290,309
bin_132: 292,324
bin_133: 293,294,302
bin_134: 296,331
bin_135: 298,299
bin_136: 301,312,317
bin_137: 304,318
bin_138: 308,322
bin_139: 310,311
bin_140: 314,315,429
bin_141: 316,332
bin_142: 319,327
bin_143: 320,323,346
bin_144: 325,336
bin_145: 326,338
bin_146: 328,341
bin_147: 329,334
bin_148: 335,337,404
bin_149: 339,355
bin_150: 342,345
bin_151: 343,356
bin_152: 344,359
bin_153: 347,352
bin_154: 348,363,366
bin_155: 349,373
bin_156: 350,360,389
bin_157: 354,357,491
bin_158: 358,365
bin_159: 361,362
bin_160: 364,367
bin_161: 368,369
bin_162: 370,372
bin_163: 371,381
bin_164: 374,377
bin_165: 375,383
bin_166: 376,395
bin_167: 378,380,471
bin_168: 379,382
bin_169: 384,386
bin_170: 387,390,393
bin_171: 391,392,419
bin_172: 394,396
bin_173: 397,398,399
bin_174: 400,402
bin_175: 403,405,492
bin_176: 406,407
bin_177: 408,409,411
bin_178: 410,412
bin_179: 413,414,421,445
bin_180: 415,418
bin_181: 416,417
bin_182: 420,422
bin_183: 423,424
bin_184: 425,426,427
bin_185: 428,431
bin_186: 432,433
bin_187: 434,435,446
bin_188: 436,437
bin_189: 438,439
bin_190: 440,458
bin_191: 441,453
bin_192: 442,443
bin_193: 444,452
bin_194: 447,451
bin_195: 448,449
bin_196: 450,454
bin_197: 455,456,467
bin_198: 457,470
bin_199: 459,473
bin_200: 460,461,488
bin_201: 462
bin_202: 463,464
bin_203: 466,469
bin_204: 468,495
bin_205: 472
bin_206: 474
bin_207: 475,476
bin_208: 477
bin_209: 478,490
bin_210: 479
bin_211: 480
bin_212: 481,482
bin_213: 483
bin_214: 484,485
bin_215: 486,487
bin_216: 489
bin_217: 493
bin_218: 494,499
bin_219: 496
bin_220: 497
bin_221: 498

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 222
-item_num: 500
-num_items_in_box: 500
