-data: mknap1_6.mkp
-current_solution:
selected_items: 0,1,3,5,7,10,12,13,14,15,16,17,18,19,22,24,27,28,29,30,31,32,36,38
-is_complete_solution: True
-is_valid_solution: True
-current_profit: 10618.0
-item_num: 39
-resource_num: 5
-selected_item_num: [0, 1, 3, 5, 7, 10, 12, 13, 14, 15, 16, 17, 18, 19, 22, 24, 27, 28, 29, 30, 31, 32, 36, 38]
-trajectory:
operation_id	heuristic	operator(parameter)	solution_after_operation
0	greedy_by_weight_e7f9	AddOperator(item_index=31)	selected_items: 31
1	greedy_by_weight_e7f9	AddOperator(item_index=16)	selected_items: 16,31
2	block_flip_d4f4	FlipBlockOperator(index_list=[14, 15])	selected_items: 14,15,16,31
3	greedy_by_resource_balance_52f0	AddOperator(item_index=19)	selected_items: 14,15,16,19,31
4	greedy_by_cost_benefit_fd45	AddOperator(item_index=1)	selected_items: 1,14,15,16,19,31
5	greedy_by_density_bb0a	AddOperator(item_index=18)	selected_items: 1,14,15,16,18,19,31
6	greedy_by_profit_1597	AddOperator(item_index=12)	selected_items: 1,12,14,15,16,18,19,31
7	greedy_by_weight_e7f9	AddOperator(item_index=35)	selected_items: 1,12,14,15,16,18,19,31,35
8	greedy_by_weight_e7f9	AddOperator(item_index=29)	selected_items: 1,12,14,15,16,18,19,29,31,35
9	greedy_by_profit_1597	AddOperator(item_index=13)	selected_items: 1,12,13,14,15,16,18,19,29,31,35
10	greedy_by_weight_e7f9	AddOperator(item_index=38)	selected_items: 1,12,13,14,15,16,18,19,29,31,35,38
11	greedy_by_cost_benefit_fd45	AddOperator(item_index=0)	selected_items: 0,1,12,13,14,15,16,18,19,29,31,35,38
12	greedy_by_weight_e7f9	AddOperator(item_index=28)	selected_items: 0,1,12,13,14,15,16,18,19,28,29,31,35,38
13	greedy_by_resource_balance_52f0	AddOperator(item_index=30)	selected_items: 0,1,12,13,14,15,16,18,19,28,29,30,31,35,38
14	greedy_by_cost_benefit_fd45	AddOperator(item_index=3)	selected_items: 0,1,3,12,13,14,15,16,18,19,28,29,30,31,35,38
15	greedy_by_resource_balance_52f0	AddOperator(item_index=24)	selected_items: 0,1,3,12,13,14,15,16,18,19,24,28,29,30,31,35,38
16	greedy_by_density_bb0a	AddOperator(item_index=32)	selected_items: 0,1,3,12,13,14,15,16,18,19,24,28,29,30,31,32,35,38
17	greedy_by_weight_e7f9	AddOperator(item_index=5)	selected_items: 0,1,3,5,12,13,14,15,16,18,19,24,28,29,30,31,32,35,38
18	greedy_by_profitto_weight_ratio_3aad	AddOperator(item_index=10)	selected_items: 0,1,3,5,10,12,13,14,15,16,18,19,24,28,29,30,31,32,35,38
19	greedy_by_cost_benefit_fd45	AddOperator(item_index=22)	selected_items: 0,1,3,5,10,12,13,14,15,16,18,19,22,24,28,29,30,31,32,35,38
20	greedy_by_profit_1597	AddOperator(item_index=36)	selected_items: 0,1,3,5,10,12,13,14,15,16,18,19,22,24,28,29,30,31,32,35,36,38
21	greedy_by_weight_e7f9	AddOperator(item_index=27)	selected_items: 0,1,3,5,10,12,13,14,15,16,18,19,22,24,27,28,29,30,31,32,35,36,38
22	greedy_by_density_bb0a	AddOperator(item_index=23)	selected_items: 0,1,3,5,10,12,13,14,15,16,18,19,22,23,24,27,28,29,30,31,32,35,36,38
23	single_swap_heuristic_b3d6	SwapOperator(item_index1=23, item_index2=7)	selected_items: 0,1,3,5,7,10,12,13,14,15,16,18,19,22,24,27,28,29,30,31,32,35,36,38
24	greedy_by_density_bb0a	SwapOperator(item_index1=35, item_index2=17)	selected_items: 0,1,3,5,7,10,12,13,14,15,16,17,18,19,22,24,27,28,29,30,31,32,36,38
