-data: u500_15.txt
-current_solution:
bin_0: 0,1
bin_1: 2,3,4
bin_2: 5,6,7
bin_3: 8,9
bin_4: 10,11,12
bin_5: 13,14
bin_6: 15
bin_7: 16
bin_8: 17,18
bin_9: 19,20
bin_10: 21,22
bin_11: 23
bin_12: 24,25
bin_13: 26,27
bin_14: 28,29
bin_15: 30,31
bin_16: 32
bin_17: 33,34
bin_18: 35,36
bin_19: 37,38
bin_20: 39,40
bin_21: 41
bin_22: 42,43
bin_23: 44,45
bin_24: 46,47
bin_25: 48
bin_26: 49
bin_27: 50,51
bin_28: 52,53,54
bin_29: 55,56
bin_30: 57,58
bin_31: 59
bin_32: 60,61,62
bin_33: 63,64
bin_34: 65,66
bin_35: 67,68,69
bin_36: 70,71
bin_37: 72,73
bin_38: 74,75
bin_39: 76,77,78
bin_40: 79,80
bin_41: 81,82
bin_42: 83,84,85
bin_43: 86
bin_44: 87
bin_45: 88,89
bin_46: 90,91,92
bin_47: 93,94
bin_48: 95,96
bin_49: 97,98,99
bin_50: 100,101
bin_51: 102
bin_52: 103,104
bin_53: 105,106,107
bin_54: 108,109
bin_55: 110
bin_56: 111,112
bin_57: 113,114,115
bin_58: 116,117
bin_59: 118
bin_60: 119
bin_61: 120,121
bin_62: 122,123
bin_63: 124
bin_64: 125
bin_65: 126,127,128
bin_66: 129,130,131
bin_67: 132,133
bin_68: 134,135
bin_69: 136,137
bin_70: 138
bin_71: 139,140
bin_72: 141,142,143
bin_73: 144,145
bin_74: 146,147
bin_75: 148,149
bin_76: 150
bin_77: 151,152
bin_78: 153,154
bin_79: 155,156
bin_80: 157,158,159,160
bin_81: 161,162
bin_82: 163
bin_83: 164
bin_84: 165,166
bin_85: 167,168
bin_86: 169,170,171
bin_87: 172,173,174
bin_88: 175
bin_89: 176,177
bin_90: 178,179,180
bin_91: 181
bin_92: 182,183
bin_93: 184,185
bin_94: 186,187
bin_95: 188,189
bin_96: 190
bin_97: 191
bin_98: 192,193
bin_99: 194
bin_100: 195
bin_101: 196,197
bin_102: 198,199
bin_103: 200
bin_104: 201,202
bin_105: 203,204
bin_106: 205,206
bin_107: 207,208
bin_108: 209
bin_109: 210
bin_110: 211
bin_111: 212,213
bin_112: 214,215
bin_113: 216,217
bin_114: 218,219,220
bin_115: 221,222,223
bin_116: 224,225
bin_117: 226,227,228
bin_118: 229,230
bin_119: 231
bin_120: 232,233
bin_121: 234,235
bin_122: 236,237
bin_123: 238
bin_124: 239
bin_125: 240
bin_126: 241,242
bin_127: 243,244,245
bin_128: 246,247,248
bin_129: 249,250
bin_130: 251,252
bin_131: 253,254
bin_132: 255,256
bin_133: 257
bin_134: 258
bin_135: 259
bin_136: 260
bin_137: 261,262
bin_138: 263,264
bin_139: 265
bin_140: 266
bin_141: 267
bin_142: 268
bin_143: 269
bin_144: 270,271
bin_145: 272,273
bin_146: 274
bin_147: 275,276,277
bin_148: 278,279,280
bin_149: 281,282
bin_150: 283,284
bin_151: 285,286
bin_152: 287,288
bin_153: 289
bin_154: 290,291
bin_155: 292
bin_156: 293,294,295
bin_157: 296,297
bin_158: 298,299
bin_159: 300,301,302
bin_160: 303,304
bin_161: 305
bin_162: 306
bin_163: 307,308
bin_164: 309,310
bin_165: 311,312
bin_166: 313,314
bin_167: 315,316
bin_168: 317
bin_169: 318
bin_170: 319,320
bin_171: 321
bin_172: 322,323,324
bin_173: 325
bin_174: 326,327
bin_175: 328,329
bin_176: 330,331
bin_177: 332
bin_178: 333,334
bin_179: 335
bin_180: 336,337
bin_181: 338
bin_182: 339
bin_183: 340,341
bin_184: 342
bin_185: 343
bin_186: 344
bin_187: 345
bin_188: 346,347
bin_189: 348,349
bin_190: 350,351
bin_191: 352,353,354,355
bin_192: 356,357,358
bin_193: 359,360
bin_194: 361,362,363
bin_195: 364
bin_196: 365
bin_197: 366,367,368
bin_198: 369,370,371
bin_199: 372,373,374
bin_200: 375,376
bin_201: 377
bin_202: 378,379
bin_203: 380,381
bin_204: 382,383
bin_205: 384,385
bin_206: 386,387,388
bin_207: 389,390
bin_208: 391,392
bin_209: 393,394
bin_210: 395,396
bin_211: 397,398
bin_212: 399,400
bin_213: 401
bin_214: 402
bin_215: 403,404
bin_216: 405
bin_217: 406
bin_218: 407,408
bin_219: 409,410
bin_220: 411,412
bin_221: 413,414
bin_222: 415,416,417
bin_223: 418,419
bin_224: 420,421
bin_225: 422,423,424
bin_226: 425,426
bin_227: 427,428
bin_228: 429,430
bin_229: 431,432,433
bin_230: 434,435,436
bin_231: 437,438
bin_232: 439,440,441
bin_233: 442,443
bin_234: 444
bin_235: 445,446
bin_236: 447
bin_237: 448
bin_238: 449,450
bin_239: 451,452
bin_240: 453,454
bin_241: 455,456
bin_242: 457,458
bin_243: 459,460
bin_244: 461,462
bin_245: 463,464
bin_246: 465
bin_247: 466,467
bin_248: 468,469,470
bin_249: 471,472
bin_250: 473,474
bin_251: 475,476
bin_252: 477,478
bin_253: 479,480,481
bin_254: 482,483
bin_255: 484,485
bin_256: 486
bin_257: 487,488
bin_258: 489,490
bin_259: 491,492
bin_260: 493,494,495
bin_261: 496,497
bin_262: 498,499

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 263
-item_num: 500
-num_items_in_box: 500
