-data: LA01.jssp
-current_solution:
machine_0: 4->0->1->3->7->5->8->6->9->2
machine_1: 0->3->5->6->8->9->1->4->7->2
machine_2: 7->4->5->9->6->0->1->3->8->2
machine_3: 6->4->9->1->8->2->0->5->7->3
machine_4: 9->6->0->5->1->8->3->2->4->7

-is_complete_solution: True
-is_valid_solution: True
-current_makespan: 666
-job_num: 10
-machine_num: 5
-trajectory:
operation_id	heuristic	operator(parameter)	solution_after_operation
0	longest_job_next_2e23	AdvanceOperator(job_id=6)	machine_0: \nmachine_1: \nmachine_2: \nmachine_3: 6\nmachine_4: \n
1	first_come_first_served_af26	AdvanceOperator(job_id=0)	machine_0: \nmachine_1: 0\nmachine_2: \nmachine_3: 6\nmachine_4: \n
2	longest_processing_time_first_9dc9	AdvanceOperator(job_id=4)	machine_0: 4\nmachine_1: 0\nmachine_2: \nmachine_3: 6\nmachine_4: \n
3	most_work_remaining_df20	AdvanceOperator(job_id=7)	machine_0: 4\nmachine_1: 0\nmachine_2: 7\nmachine_3: 6\nmachine_4: \n
4	shortest_processing_time_first_d471	AdvanceOperator(job_id=9)	machine_0: 4\nmachine_1: 0\nmachine_2: 7\nmachine_3: 6\nmachine_4: 9\n
5	shortest_processing_time_first_d471	AdvanceOperator(job_id=3)	machine_0: 4\nmachine_1: 0->3\nmachine_2: 7\nmachine_3: 6\nmachine_4: 9\n
6	most_work_remaining_df20	AdvanceOperator(job_id=6)	machine_0: 4\nmachine_1: 0->3\nmachine_2: 7\nmachine_3: 6\nmachine_4: 9->6\n
7	shortest_job_next_5b42	AdvanceOperator(job_id=4)	machine_0: 4\nmachine_1: 0->3\nmachine_2: 7\nmachine_3: 6->4\nmachine_4: 9->6\n
8	first_come_first_served_af26	AdvanceOperator(job_id=0)	machine_0: 4->0\nmachine_1: 0->3\nmachine_2: 7\nmachine_3: 6->4\nmachine_4: 9->6\n
9	first_come_first_served_af26	AdvanceOperator(job_id=5)	machine_0: 4->0\nmachine_1: 0->3->5\nmachine_2: 7\nmachine_3: 6->4\nmachine_4: 9->6\n
10	most_work_remaining_df20	AdvanceOperator(job_id=4)	machine_0: 4->0\nmachine_1: 0->3->5\nmachine_2: 7->4\nmachine_3: 6->4\nmachine_4: 9->6\n
11	longest_job_next_2e23	AdvanceOperator(job_id=9)	machine_0: 4->0\nmachine_1: 0->3->5\nmachine_2: 7->4\nmachine_3: 6->4->9\nmachine_4: 9->6\n
12	shortest_processing_time_first_d471	AdvanceOperator(job_id=1)	machine_0: 4->0->1\nmachine_1: 0->3->5\nmachine_2: 7->4\nmachine_3: 6->4->9\nmachine_4: 9->6\n
13	most_work_remaining_df20	AdvanceOperator(job_id=0)	machine_0: 4->0->1\nmachine_1: 0->3->5\nmachine_2: 7->4\nmachine_3: 6->4->9\nmachine_4: 9->6->0\n
14	shortest_job_next_5b42	AdvanceOperator(job_id=4)	machine_0: 4->0->1\nmachine_1: 0->3->5->4\nmachine_2: 7->4\nmachine_3: 6->4->9\nmachine_4: 9->6->0\n
15	most_work_remaining_df20	AdvanceOperator(job_id=3)	machine_0: 4->0->1->3\nmachine_1: 0->3->5->4\nmachine_2: 7->4\nmachine_3: 6->4->9\nmachine_4: 9->6->0\n
16	shortest_processing_time_first_d471	AdvanceOperator(job_id=5)	machine_0: 4->0->1->3\nmachine_1: 0->3->5->4\nmachine_2: 7->4->5\nmachine_3: 6->4->9\nmachine_4: 9->6->0\n
17	first_come_first_served_af26	AdvanceOperator(job_id=1)	machine_0: 4->0->1->3\nmachine_1: 0->3->5->4\nmachine_2: 7->4->5\nmachine_3: 6->4->9->1\nmachine_4: 9->6->0\n
18	first_come_first_served_af26	AdvanceOperator(job_id=6)	machine_0: 4->0->1->3\nmachine_1: 0->3->5->4->6\nmachine_2: 7->4->5\nmachine_3: 6->4->9->1\nmachine_4: 9->6->0\n
