-data: u500_11.txt
-current_solution:
bin_0: 0,1,41
bin_1: 2,3
bin_2: 4,6
bin_3: 5,9
bin_4: 7,8,10
bin_5: 11,12,18
bin_6: 13,14
bin_7: 15,16,23,76
bin_8: 17,20,166
bin_9: 19,21,25
bin_10: 22,24,39
bin_11: 26,27
bin_12: 28,30
bin_13: 29,32
bin_14: 31,36,45
bin_15: 33,47
bin_16: 34,35,50
bin_17: 37,38
bin_18: 40,49
bin_19: 42,55
bin_20: 43,54
bin_21: 44,46
bin_22: 48,51
bin_23: 52,53
bin_24: 56,58
bin_25: 57,59
bin_26: 60,61,62,65
bin_27: 63,64
bin_28: 66,67,68,69
bin_29: 70,71,73
bin_30: 72,74,87
bin_31: 75,77,82
bin_32: 78,93
bin_33: 79,80
bin_34: 81,83,89
bin_35: 84,99,121
bin_36: 85,86,88
bin_37: 90,102
bin_38: 91,92
bin_39: 94,95
bin_40: 96,109
bin_41: 97,98,108
bin_42: 100,120
bin_43: 101,103
bin_44: 104,106
bin_45: 105,115,128
bin_46: 107,110
bin_47: 111,118,119
bin_48: 112,116
bin_49: 113,123,132
bin_50: 114,137,168
bin_51: 117,152,182
bin_52: 122,124
bin_53: 125,126,127
bin_54: 129,133
bin_55: 130,139
bin_56: 131,134,207
bin_57: 135,138
bin_58: 136,142
bin_59: 140,141
bin_60: 143,149
bin_61: 144,165
bin_62: 145,146,147
bin_63: 148,150
bin_64: 151,167,226
bin_65: 153,195,265
bin_66: 154,155,201
bin_67: 156,163,222
bin_68: 157,164,170
bin_69: 158,159
bin_70: 160,161,191
bin_71: 162,186
bin_72: 169,197
bin_73: 171,199
bin_74: 172,176,227
bin_75: 173,183
bin_76: 174,175,177
bin_77: 178,181
bin_78: 179,184,262
bin_79: 180,185,206
bin_80: 187,188,253
bin_81: 189,202,244
bin_82: 190,198
bin_83: 192,203
bin_84: 193,194
bin_85: 196,200,204,274
bin_86: 205,208
bin_87: 209,212
bin_88: 210,211
bin_89: 213,216,246
bin_90: 214,228
bin_91: 215,229
bin_92: 217,218,220
bin_93: 219,221
bin_94: 223,224,250
bin_95: 225,230,266
bin_96: 231,232
bin_97: 233,234,254
bin_98: 235,236
bin_99: 237,238
bin_100: 239,241,264
bin_101: 240,273,304
bin_102: 242,243
bin_103: 245,247
bin_104: 248,249
bin_105: 251,252,426
bin_106: 255,256,476
bin_107: 257,258
bin_108: 259,268
bin_109: 260,261,432
bin_110: 263,267,337
bin_111: 269,275,338
bin_112: 270,277
bin_113: 271,280
bin_114: 272,281
bin_115: 276,285
bin_116: 278,286
bin_117: 279,282
bin_118: 283,284,289
bin_119: 287,288
bin_120: 290,291,292,299
bin_121: 293,295
bin_122: 294,307
bin_123: 296,314
bin_124: 297,302
bin_125: 298,312,325
bin_126: 300,358
bin_127: 301,309
bin_128: 303,305,356
bin_129: 306,323
bin_130: 308,310,332
bin_131: 311,313
bin_132: 315,316
bin_133: 317,318,366
bin_134: 319,404
bin_135: 320,321,322
bin_136: 324,326
bin_137: 327,333,348
bin_138: 328,334
bin_139: 329,330,363
bin_140: 331,336
bin_141: 335,346
bin_142: 339,340
bin_143: 341,344
bin_144: 342,406
bin_145: 343,350
bin_146: 345,347
bin_147: 349,351,352,401
bin_148: 353,374
bin_149: 354,424
bin_150: 355,393
bin_151: 357,359
bin_152: 360,373
bin_153: 361,367
bin_154: 362,364
bin_155: 365,368
bin_156: 369,370
bin_157: 371,438,459
bin_158: 372,423
bin_159: 375,378
bin_160: 376,377
bin_161: 379,386
bin_162: 380,388
bin_163: 381,382,461
bin_164: 383,384
bin_165: 385,387
bin_166: 389,390
bin_167: 391,394,403
bin_168: 392,456
bin_169: 395,396
bin_170: 397,457
bin_171: 398,399,499
bin_172: 400,402,407
bin_173: 405,413,488
bin_174: 408,409
bin_175: 410,411
bin_176: 412,453
bin_177: 414,415
bin_178: 416,460
bin_179: 417,418,492
bin_180: 419,420
bin_181: 421,422
bin_182: 425,427
bin_183: 428,440
bin_184: 429,446
bin_185: 430,435
bin_186: 431,433,464
bin_187: 434
bin_188: 436,437
bin_189: 439,441
bin_190: 442,443,444
bin_191: 445,458
bin_192: 447,475
bin_193: 448,450
bin_194: 449,451
bin_195: 452,454,455,465
bin_196: 462,463
bin_197: 466
bin_198: 467,473
bin_199: 468,472
bin_200: 469
bin_201: 470,471
bin_202: 474
bin_203: 477,478
bin_204: 479
bin_205: 480,484
bin_206: 481,482
bin_207: 483,485
bin_208: 486,487,495
bin_209: 489,490
bin_210: 491,493
bin_211: 494,498
bin_212: 496
bin_213: 497

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 214
-item_num: 500
-num_items_in_box: 500
