-data: u500_03.txt
-current_solution:
bin_0: 0,1
bin_1: 2
bin_2: 3,4
bin_3: 5,6,7
bin_4: 8,9
bin_5: 10,11
bin_6: 12,13,14
bin_7: 15,16
bin_8: 17
bin_9: 18,19
bin_10: 20,21
bin_11: 22,23
bin_12: 24
bin_13: 25,26
bin_14: 27,28,29
bin_15: 30,31
bin_16: 32
bin_17: 33,34
bin_18: 35,36
bin_19: 37
bin_20: 38
bin_21: 39,40,41
bin_22: 42,43
bin_23: 44,45
bin_24: 46
bin_25: 47
bin_26: 48,49
bin_27: 50,51
bin_28: 52,53
bin_29: 54
bin_30: 55,56
bin_31: 57
bin_32: 58,59
bin_33: 60,61
bin_34: 62,63
bin_35: 64
bin_36: 65
bin_37: 66,67
bin_38: 68,69
bin_39: 70,71
bin_40: 72,73
bin_41: 74,75
bin_42: 76
bin_43: 77
bin_44: 78
bin_45: 79
bin_46: 80
bin_47: 81,82
bin_48: 83,84,85
bin_49: 86,87
bin_50: 88
bin_51: 89
bin_52: 90
bin_53: 91
bin_54: 92,93,94
bin_55: 95,96
bin_56: 97
bin_57: 98
bin_58: 99,100
bin_59: 101
bin_60: 102,103
bin_61: 104,105,106
bin_62: 107,108,109
bin_63: 110,111,112
bin_64: 113,114
bin_65: 115,116,117
bin_66: 118,119
bin_67: 120
bin_68: 121,122
bin_69: 123,124
bin_70: 125,126
bin_71: 127,128
bin_72: 129,130
bin_73: 131,132,133
bin_74: 134,135
bin_75: 136,137
bin_76: 138,139
bin_77: 140,141
bin_78: 142,143
bin_79: 144,145
bin_80: 146,147,148
bin_81: 149,150
bin_82: 151,152
bin_83: 153,154
bin_84: 155,156
bin_85: 157,158
bin_86: 159,160
bin_87: 161,162
bin_88: 163,164
bin_89: 165
bin_90: 166,167
bin_91: 168,169,170
bin_92: 171,172,173
bin_93: 174,175,176
bin_94: 177,178
bin_95: 179,180,181
bin_96: 182
bin_97: 183
bin_98: 184,185
bin_99: 186,187
bin_100: 188,189
bin_101: 190,191
bin_102: 192,193,194
bin_103: 195
bin_104: 196
bin_105: 197,198,199
bin_106: 200,201
bin_107: 202,203,204
bin_108: 205,206,207
bin_109: 208
bin_110: 209,210
bin_111: 211,212
bin_112: 213,214
bin_113: 215,216
bin_114: 217,218
bin_115: 219,220,221
bin_116: 222
bin_117: 223
bin_118: 224,225
bin_119: 226,227
bin_120: 228,229
bin_121: 230,231
bin_122: 232,233
bin_123: 234,235
bin_124: 236
bin_125: 237
bin_126: 238,239
bin_127: 240,241
bin_128: 242,243
bin_129: 244,245
bin_130: 246,247,248
bin_131: 249,250
bin_132: 251,252
bin_133: 253,254
bin_134: 255
bin_135: 256,257
bin_136: 258
bin_137: 259,260
bin_138: 261
bin_139: 262
bin_140: 263
bin_141: 264
bin_142: 265,266
bin_143: 267,268
bin_144: 269,270
bin_145: 271,272
bin_146: 273,274,275
bin_147: 276
bin_148: 277,278
bin_149: 279,280
bin_150: 281,282
bin_151: 283,284
bin_152: 285,286
bin_153: 287
bin_154: 288,289
bin_155: 290,291
bin_156: 292,293
bin_157: 294,295
bin_158: 296,297
bin_159: 298,299
bin_160: 300,301
bin_161: 302,303
bin_162: 304,305
bin_163: 306
bin_164: 307
bin_165: 308
bin_166: 309,310
bin_167: 311,312
bin_168: 313
bin_169: 314
bin_170: 315
bin_171: 316
bin_172: 317,318,319
bin_173: 320,321,322
bin_174: 323,324,325
bin_175: 326
bin_176: 327,328
bin_177: 329,330,331
bin_178: 332
bin_179: 333,334,335
bin_180: 336,337,338
bin_181: 339
bin_182: 340
bin_183: 341,342
bin_184: 343,344
bin_185: 345,346
bin_186: 347,348,349
bin_187: 350,351
bin_188: 352,353
bin_189: 354,355
bin_190: 356,357
bin_191: 358,359
bin_192: 360,361
bin_193: 362,363
bin_194: 364
bin_195: 365,366
bin_196: 367,368
bin_197: 369,370
bin_198: 371,372
bin_199: 373,374
bin_200: 375,376,377
bin_201: 378
bin_202: 379
bin_203: 380,381,382,383
bin_204: 384,385,386
bin_205: 387,388,389
bin_206: 390,391,392
bin_207: 393,394
bin_208: 395
bin_209: 396,397
bin_210: 398,399,400
bin_211: 401,402
bin_212: 403,404
bin_213: 405
bin_214: 406
bin_215: 407,408,409
bin_216: 410,411
bin_217: 412,413
bin_218: 414
bin_219: 415,416
bin_220: 417
bin_221: 418
bin_222: 419,420,421
bin_223: 422,423
bin_224: 424,425
bin_225: 426,427
bin_226: 428,429
bin_227: 430,431,432
bin_228: 433,434
bin_229: 435,436
bin_230: 437
bin_231: 438
bin_232: 439
bin_233: 440,441
bin_234: 442,443
bin_235: 444
bin_236: 445,446
bin_237: 447,448
bin_238: 449
bin_239: 450,451
bin_240: 452
bin_241: 453,454
bin_242: 455
bin_243: 456
bin_244: 457,458
bin_245: 459
bin_246: 460
bin_247: 461,462,463
bin_248: 464
bin_249: 465,466
bin_250: 467,468,469,470
bin_251: 471
bin_252: 472,473
bin_253: 474,475
bin_254: 476
bin_255: 477
bin_256: 478
bin_257: 479
bin_258: 480,481
bin_259: 482,483
bin_260: 484,485
bin_261: 486
bin_262: 487
bin_263: 488
bin_264: 489
bin_265: 490,491
bin_266: 492,493,494
bin_267: 495,496
bin_268: 497,498
bin_269: 499

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 270
-item_num: 500
-num_items_in_box: 500
