-data: LA17.jssp
-current_solution:
machine_0: 3->4->9->8->5->7->2->6->1->0
machine_1: 9->1->6->7->2->8->5->0->3->4
machine_2: 8->2->0->5->4->7->1->3->9->6
machine_3: 5->8->2->3->0->6->1->9->7->4
machine_4: 0->2->4->8->6->5->3->1->7->9
machine_5: 1->5->9->4->8->0->3->6->7->2
machine_6: 4->8->2->7->1->0->6->3->5->9
machine_7: 0->1->6->7->8->3->5->2->9->4
machine_8: 1->3->4->6->2->8->7->0->5->9
machine_9: 4->0->8->1->9->7->2->5->3->6

-is_complete_solution: True
-is_valid_solution: True
-current_makespan: 798
-job_num: 10
-machine_num: 10
-trajectory:
operation_id	heuristic	operator(parameter)	solution_after_operation
0	shortest_processing_time_first_d471	AdvanceOperator(job_id=0)	machine_0: \nmachine_1: \nmachine_2: \nmachine_3: \nmachine_4: 0\nmachine_5: \nmachine_6: \nmachine_7: \nmachine_8: \nmachine_9: \n
1	most_work_remaining_df20	AdvanceOperator(job_id=0)	machine_0: \nmachine_1: \nmachine_2: \nmachine_3: \nmachine_4: 0\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: \nmachine_9: \n
2	shortest_processing_time_first_d471	AdvanceOperator(job_id=1)	machine_0: \nmachine_1: \nmachine_2: \nmachine_3: \nmachine_4: 0\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1\nmachine_9: \n
3	most_work_remaining_df20	AdvanceOperator(job_id=2)	machine_0: \nmachine_1: \nmachine_2: 2\nmachine_3: \nmachine_4: 0\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1\nmachine_9: \n
4	first_come_first_served_af26	AdvanceOperator(job_id=3)	machine_0: 3\nmachine_1: \nmachine_2: 2\nmachine_3: \nmachine_4: 0\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1\nmachine_9: \n
5	longest_processing_time_first_9dc9	AdvanceOperator(job_id=9)	machine_0: 3\nmachine_1: 9\nmachine_2: 2\nmachine_3: \nmachine_4: 0\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1\nmachine_9: \n
6	least_work_remaining_66c9	AdvanceOperator(job_id=3)	machine_0: 3\nmachine_1: 9\nmachine_2: 2\nmachine_3: \nmachine_4: 0\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: \n
7	longest_processing_time_first_9dc9	AdvanceOperator(job_id=5)	machine_0: 3\nmachine_1: 9\nmachine_2: 2\nmachine_3: 5\nmachine_4: 0\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: \n
8	longest_job_next_2e23	AdvanceOperator(job_id=2)	machine_0: 3\nmachine_1: 9\nmachine_2: 2\nmachine_3: 5\nmachine_4: 0->2\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: \n
9	longest_job_next_2e23	AdvanceOperator(job_id=2)	machine_0: 3\nmachine_1: 9\nmachine_2: 2\nmachine_3: 5->2\nmachine_4: 0->2\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: \n
10	first_come_first_served_af26	AdvanceOperator(job_id=4)	machine_0: 3\nmachine_1: 9\nmachine_2: 2\nmachine_3: 5->2\nmachine_4: 0->2\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4\n
11	first_come_first_served_af26	AdvanceOperator(job_id=8)	machine_0: 3\nmachine_1: 9\nmachine_2: 2->8\nmachine_3: 5->2\nmachine_4: 0->2\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4\n
12	first_come_first_served_af26	AdvanceOperator(job_id=0)	machine_0: 3\nmachine_1: 9\nmachine_2: 2->8\nmachine_3: 5->2\nmachine_4: 0->2\nmachine_5: \nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4->0\n
13	most_work_remaining_df20	AdvanceOperator(job_id=1)	machine_0: 3\nmachine_1: 9\nmachine_2: 2->8\nmachine_3: 5->2\nmachine_4: 0->2\nmachine_5: 1\nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4->0\n
14	longest_processing_time_first_9dc9	AdvanceOperator(job_id=8)	machine_0: 3\nmachine_1: 9\nmachine_2: 2->8\nmachine_3: 5->2->8\nmachine_4: 0->2\nmachine_5: 1\nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4->0\n
15	least_work_remaining_66c9	AdvanceOperator(job_id=8)	machine_0: 3\nmachine_1: 9\nmachine_2: 2->8\nmachine_3: 5->2->8\nmachine_4: 0->2->8\nmachine_5: 1\nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4->0\n
16	least_work_remaining_66c9	AdvanceOperator(job_id=8)	machine_0: 3\nmachine_1: 9\nmachine_2: 2->8\nmachine_3: 5->2->8\nmachine_4: 0->2->8\nmachine_5: 1\nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4->0->8\n
17	shift_operator_109f	ShiftOperator(machine_id=3, job_id=2, new_position=2)	machine_0: 3\nmachine_1: 9\nmachine_2: 2->8\nmachine_3: 5->8->2\nmachine_4: 0->2->8\nmachine_5: 1\nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4->0->8\n
18	shift_operator_109f	ShiftOperator(machine_id=2, job_id=2, new_position=1)	machine_0: 3\nmachine_1: 9\nmachine_2: 8->2\nmachine_3: 5->8->2\nmachine_4: 0->2->8\nmachine_5: 1\nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4->0->8\n
19	shortest_processing_time_first_d471	AdvanceOperator(job_id=4)	machine_0: 3->4\nmachine_1: 9\nmachine_2: 8->2\nmachine_3: 5->8->2\nmachine_4: 0->2->8\nmachine_5: 1\nmachine_6: \nmachine_7: 0\nmachine_8: 1->3\nmachine_9: 4->0->8\n
