-data: u500_03.txt
-current_solution:
bin_0: 0,1,10
bin_1: 2,7
bin_2: 3,4,13
bin_3: 5,6,12
bin_4: 8,9
bin_5: 11,35
bin_6: 14,15,29
bin_7: 16,22
bin_8: 17,27
bin_9: 18,19,49
bin_10: 20,21
bin_11: 23,34,71
bin_12: 24,52
bin_13: 25,26
bin_14: 28,30,40
bin_15: 31,32,41
bin_16: 33,45
bin_17: 36,37
bin_18: 38,53
bin_19: 39,42
bin_20: 43,44,74
bin_21: 46,84
bin_22: 47,51,107
bin_23: 48,82,126
bin_24: 50,83
bin_25: 54,67
bin_26: 55,56
bin_27: 57,103
bin_28: 58,59,117
bin_29: 60,61,68
bin_30: 62,63
bin_31: 64,89
bin_32: 65,104
bin_33: 66,69,86
bin_34: 70,72,93
bin_35: 73,128
bin_36: 75,131,140
bin_37: 76,122
bin_38: 77,116
bin_39: 78,92
bin_40: 79,95,109
bin_41: 80,129
bin_42: 81,85
bin_43: 87,119
bin_44: 88,135
bin_45: 90,98
bin_46: 91,94
bin_47: 96,106
bin_48: 97,134,186
bin_49: 99,100
bin_50: 101,113
bin_51: 102,105,146
bin_52: 108,110
bin_53: 111,112,114
bin_54: 115,118,162
bin_55: 120,124,176
bin_56: 121,123
bin_57: 125,155
bin_58: 127,154
bin_59: 130,145
bin_60: 132,133,206
bin_61: 136,137
bin_62: 138,139
bin_63: 141,149
bin_64: 142,143
bin_65: 144,147,180
bin_66: 148,150,321
bin_67: 151,152
bin_68: 153,156,167
bin_69: 157,158
bin_70: 159,160,163
bin_71: 161,164,219
bin_72: 165,168
bin_73: 166,169
bin_74: 170,171,192
bin_75: 172,173,174
bin_76: 175,177
bin_77: 178,179
bin_78: 181,182,294
bin_79: 183,185,338
bin_80: 184,204
bin_81: 187,189
bin_82: 188,190
bin_83: 191,193,198,220
bin_84: 194,197
bin_85: 195,199
bin_86: 196,201
bin_87: 200,202
bin_88: 203,205,207
bin_89: 208,215,228
bin_90: 209,210,325
bin_91: 211,212
bin_92: 213,214,330
bin_93: 216,218
bin_94: 217,221
bin_95: 222,225
bin_96: 223,232
bin_97: 224,229
bin_98: 226,227
bin_99: 230,231,235
bin_100: 233,234
bin_101: 236,239
bin_102: 237,241
bin_103: 238,240
bin_104: 242,243
bin_105: 244,245,251
bin_106: 246,247,248
bin_107: 249,250
bin_108: 252,257,319
bin_109: 253,254
bin_110: 255,260,267
bin_111: 256,273
bin_112: 258,281
bin_113: 259,269
bin_114: 261,278
bin_115: 262,285
bin_116: 263,268
bin_117: 264,279
bin_118: 265,266,297
bin_119: 270,271,275
bin_120: 272,291
bin_121: 274,276
bin_122: 277,283
bin_123: 280,282
bin_124: 284,286
bin_125: 287,289
bin_126: 288,295
bin_127: 290,301
bin_128: 292,293
bin_129: 296,298
bin_130: 299,300
bin_131: 302,303,331
bin_132: 304,305
bin_133: 306,356
bin_134: 307,310,320
bin_135: 308,361,381
bin_136: 309,311
bin_137: 312,313,367
bin_138: 314,322
bin_139: 315,318
bin_140: 316,324,344
bin_141: 317,323
bin_142: 326,375
bin_143: 327,328
bin_144: 329,336
bin_145: 332,369
bin_146: 333,334,335
bin_147: 337,339,351
bin_148: 340,384
bin_149: 341,342
bin_150: 343,352
bin_151: 345,346
bin_152: 347,348,349
bin_153: 350,353
bin_154: 354,355,387
bin_155: 357,359,388
bin_156: 358,391
bin_157: 360,377
bin_158: 362,363
bin_159: 364,385
bin_160: 365,366,403
bin_161: 368,370
bin_162: 371,372
bin_163: 373,374
bin_164: 376,378,390
bin_165: 379,392
bin_166: 380,382,383,397
bin_167: 386,389,394,399
bin_168: 393,400
bin_169: 395,401
bin_170: 396,398
bin_171: 402,407
bin_172: 404,408
bin_173: 405,411
bin_174: 406,409
bin_175: 410,419
bin_176: 412,413,430
bin_177: 414,424
bin_178: 415,416,496
bin_179: 417,421
bin_180: 418,420
bin_181: 422,423,433
bin_182: 425,427
bin_183: 426,435
bin_184: 428,429
bin_185: 431,432,446
bin_186: 434,441,466
bin_187: 436,448
bin_188: 437
bin_189: 438
bin_190: 439,444
bin_191: 440,447
bin_192: 442,443
bin_193: 445,462
bin_194: 449
bin_195: 450,451
bin_196: 452,468
bin_197: 453,454,473
bin_198: 455,458,493
bin_199: 456,474
bin_200: 457
bin_201: 459,467
bin_202: 460
bin_203: 461,463
bin_204: 464
bin_205: 465,469
bin_206: 470,471
bin_207: 472,475
bin_208: 476,478
bin_209: 477
bin_210: 479
bin_211: 480,481
bin_212: 482,483
bin_213: 484,485
bin_214: 486,488
bin_215: 487
bin_216: 489,491
bin_217: 490,498
bin_218: 492,494
bin_219: 495,497
bin_220: 499

-is_complete_solution: True
-is_valid_solution: True
-used_bin_num: 221
-item_num: 500
-num_items_in_box: 500
